ClientID,CreditScore,DebtToIncomeRatio,LoanAmount
177,518,0.9694205606551805,47761
178,407,0.7121691344585319,16805
179,679,0.4840614153693946,36819
180,814,0.5596035891117714,35148
181,556,0.828295612633969,14299
182,612,0.841515384377516,3600
183,410,0.7869417875580638,39222
184,607,0.7517887335764208,40257
185,350,0.9764120240134286,40064
186,691,0.23180933397349213,38381
187,746,0.17258537110842032,32977
188,712,0.43171887895193506,24637
189,453,0.6403310402198976,39089
190,373,0.10549823561505833,39088
191,394,0.4700689466811345,47048
192,689,0.8628997862620565,48438
193,406,0.1500296224630755,15127
194,723,0.9358631303093464,15748
195,767,0.15110663168457994,45198
196,373,0.7897831873253048,1093
197,578,0.3444074096522616,8050
198,720,0.9711642831614798,45825
199,496,0.15965218292881356,1314
200,574,0.14988415116809017,17634
