ClientID,CreditScore,DebtToIncomeRatio,LoanAmount
117,717,0.017509898428415882,40631
118,752,0.7774229286457088,5462
119,677,0.7913603575539669,39988
120,545,0.308450220116512,30429
121,785,0.4348020102015808,47556
122,424,0.3327310725019903,46122
123,746,0.6829190769820336,15140
124,679,0.5589842574793623,35053
125,785,0.2830045158642799,29316
126,653,0.5241126004679748,45568
127,423,0.5997357834763289,48780
128,638,0.387734912847159,4651
129,722,0.040655903307966534,9003
130,693,0.6719770073445043,26551
131,459,0.254311757305959,43884
132,698,0.6249609302209289,16080
133,713,0.8769139917137299,38457
134,319,0.7531826719821446,27203
135,601,0.20131004584658885,44378
136,583,0.1343759673388445,41445
137,770,0.5903654787847654,18080
138,418,0.603562989043411,43071
139,663,0.8729077849001332,39601
140,455,0.9211208821156268,35106
141,553,0.4158028344199741,22211
142,480,0.5664009360999618,33678
143,439,0.0887837598476019,39271
144,565,0.09093469781493413,38843
145,520,0.13184729072688528,21771
146,324,0.4263281064799356,47565
147,823,0.6977602753466279,15912
148,763,0.8854614350472557,27762
149,762,0.3642856857583997,6227
150,692,0.7035020054270892,2715
151,617,0.8175460337523485,16948
152,546,0.30037271425174006,7905
153,826,0.015432707911224752,28389
154,735,0.5696211457190427,16749
155,646,0.3173940695474461,40382
156,417,0.8863707164356067,4660
157,689,0.0862971384983996,47509
158,539,0.08329009861692094,8937
159,659,0.27620210097690734,18461
160,797,0.1670253674069101,16688
161,545,0.37384174805620873,30587
162,669,0.7962701064851841,20560
163,801,0.7819132158328045,10784
164,302,0.7234698290958866,8498
165,746,0.4390187213877699,10635
166,444,0.7514966223506845,48380
167,596,0.22631591292966258,45329
168,497,0.8153718266310435,24484
169,761,0.9495610426572305,45559
170,518,0.9262470537503426,12332
171,766,0.04054110713894621,33398
172,840,0.8362316750067916,39724
173,311,0.9208975846001496,35874
174,710,0.7280942873368745,11778
175,339,0.6743335897292279,31292
176,746,0.628576024082226,22319
177,828,0.5247747276864323,22123
178,620,0.15966281157679163,10271
179,716,0.4827703463041013,15990
180,385,0.8482914413274405,18012
181,358,0.8731873821488656,40534
182,673,0.534628810511598,16253
183,369,0.7027432574959537,41903
184,816,0.7301125880888247,30361
185,579,0.42074171067238064,31321
186,647,0.937925230673566,14067
187,492,0.09691220524351318,2158
188,456,0.18626576615212542,19711
189,838,0.3950852150179175,12041
190,517,0.8724739315410055,29181
191,827,0.20125249126738132,15023
192,510,0.6172550387995193,14253
193,781,0.05177649377852922,24566
194,649,0.3826845488551871,39737
195,403,0.7028177805021492,48563
196,429,0.8527663055560193,43456
197,380,0.5050159816792216,38836
198,317,0.8514632188720018,47462
199,326,0.15573588122411997,23790
200,518,0.1329920201371222,18565
