ClientID,CreditScore,DebtToIncomeRatio,LoanAmount
141,562,0.10356413823145194,20357
142,543,0.8499969065907825,45378
143,720,0.23000000782050356,14333
144,442,0.4022520852903785,22609
145,562,0.44142019481807593,32942
146,506,0.9553396464249613,1708
147,589,0.867865106630621,6286
148,818,0.653766744584456,5213
149,627,0.6869127826296332,39026
150,519,0.7164870884779773,18706
151,842,0.2632977056165461,37481
152,779,0.5849376432945463,49123
153,655,0.9857508391040041,3572
154,591,0.22666636899048476,23562
155,376,0.6902804093003064,42574
156,714,0.965290943182384,3608
157,614,0.7124672632869972,49030
158,347,0.40943355656104863,4878
159,662,0.19527711425787175,4976
160,361,0.7478158498003946,17167
161,841,0.8322693570785491,36864
162,534,0.07369193637698301,5988
163,456,0.5456609450007709,38399
164,691,0.34005344449327557,8650
165,501,0.8827395326012101,22570
166,690,0.388106341227175,44211
167,368,0.6885559516549492,43496
168,680,0.8273652636377551,37013
169,812,0.1391765101842195,10610
170,388,0.8778005451268883,38485
171,373,0.11182848104007037,47072
172,404,0.9637056115411882,5360
173,574,0.24269887392087786,25323
174,390,0.6136890018712331,6579
175,764,0.18239917414569007,22589
176,639,0.385248506353863,7827
177,405,0.513101031910708,10358
178,602,0.016063060427618292,34551
179,642,0.8516200695115987,9305
180,640,0.4047709050892606,19778
181,645,0.00938003144613142,44564
182,712,0.19772586428554406,45776
183,692,0.46929133365909326,1180
184,301,0.12465003480759818,25750
185,567,0.27342397047785705,38795
186,433,0.19851433168971744,35742
187,510,0.9695568284377946,48352
188,842,0.8932573002044248,8523
189,766,0.1394529023783836,36545
190,665,0.1759816584822389,10706
191,650,0.3054600980587371,32646
192,525,0.4715803594073087,12857
193,387,0.7061383368726706,6506
194,578,0.832489043056741,49337
195,479,0.7533554336587163,6793
196,422,0.21302691173119004,49409
197,716,0.022517715783812675,28478
198,513,0.3684743075247774,36348
199,781,0.6199907507055263,43580
200,699,0.5151084906006212,3621
